gene	oe_lof_upper	oe_lof_upper_bin
NCK2	5.4100e-01	2
PLEKHM2	5.4100e-01	2
ZBTB11	5.4100e-01	2
SHROOM1	5.4100e-01	2
RNF112	5.4100e-01	2
WDR75	5.4100e-01	2
USP39	5.4100e-01	2
CPOX	5.4200e-01	2
ICAM5	5.4200e-01	2
NFIC	5.4200e-01	2
PIP5K1A	5.4200e-01	2
TP53INP2	5.4200e-01	2
DNAJA1	5.4200e-01	2
ODC1	5.4300e-01	2
ERC1	5.4300e-01	2
BARHL2	5.4300e-01	2
KIFAP3	5.4300e-01	2
SSB	5.4300e-01	2
CYB561	5.4300e-01	2
SEPT3	5.4300e-01	2
EIF5A	5.4300e-01	2
BEND2	5.4400e-01	2
FAM178A	5.4400e-01	2
RP11-565P22.6	5.4400e-01	2
A2M	5.4400e-01	2
IFT46	5.4400e-01	2
MORF4L2	5.4400e-01	2
NEUROG2	5.4400e-01	2
FH	5.4400e-01	2
TPST1	5.4400e-01	2
FAM222B	5.4400e-01	2
UBL3	5.4400e-01	2
NAA50	5.4500e-01	2
MLEC	5.4500e-01	2
CX3CL1	5.4500e-01	2
PHTF2	5.4500e-01	2
DLD	5.4500e-01	2
C12orf5	5.4500e-01	2
WLS	5.4500e-01	2
MVK	5.4500e-01	2
UBE3B	5.4500e-01	2
SSFA2	5.4500e-01	2
GDAP1L1	5.4600e-01	2
KLHL32	5.4600e-01	2
LMAN1	5.4600e-01	2
SURF4	5.4600e-01	2
GMNC	5.4600e-01	2
CRNKL1	5.4600e-01	2
UQCRC1	5.4600e-01	2
PDK3	5.4600e-01	2
LRRTM4	5.4600e-01	2
CAP1	5.4700e-01	2
PHKA1	5.4700e-01	2
CNTNAP2	5.4700e-01	2
LMBRD2	5.4700e-01	2
LSM11	5.4700e-01	2
CPNE5	5.4700e-01	2
FOXA3	5.4700e-01	2
EMC3	5.4700e-01	2
S1PR1	5.4700e-01	2
CENPC	5.4700e-01	2
CNOT6	5.4800e-01	2
DMAP1	5.4800e-01	2
TNFRSF11B	5.4800e-01	2
NUP50	5.4800e-01	2
HOXD3	5.4800e-01	2
LAMTOR3	5.4800e-01	2
PPIL2	5.4800e-01	2
EIF4H	5.4800e-01	2
C12orf66	5.4800e-01	2
ITGA11	5.4800e-01	2
PTCHD2	5.4800e-01	2
APOO	5.4800e-01	2
SCAMP2	5.4800e-01	2
HDC	5.4800e-01	2
SEPT8	5.4800e-01	2
SHF	5.4800e-01	2
SYT4	5.4900e-01	2
MAB21L2	5.4900e-01	2
TXNIP	5.4900e-01	2
RIN2	5.4900e-01	2
ZNF385A	5.4900e-01	2
NOL9	5.4900e-01	2
CCNB1	5.4900e-01	2
REEP2	5.4900e-01	2
SLC10A3	5.5000e-01	2
NAPG	5.5000e-01	2
LSM14A	5.5000e-01	2
IDH3A	5.5000e-01	2
AMIGO2	5.5000e-01	2
CXCR5	5.5000e-01	2
DND1	5.5000e-01	2
RNF169	5.5000e-01	2
IGDCC4	5.5000e-01	2
CHFR	5.5000e-01	2
CCSER1	5.5000e-01	2
SULT2B1	5.5000e-01	2
INTS7	5.5000e-01	2
STRIP1	5.5000e-01	2
ACSL3	5.5000e-01	2
BCL2L2-PABPN1	5.5000e-01	2
USP54	5.5000e-01	2
TRHDE	5.5000e-01	2
CCDC120	5.5100e-01	2
LRRC59	5.5100e-01	2
GBF1	5.5100e-01	2
H3F3B	5.5100e-01	2
ZKSCAN2	5.5100e-01	2
ADORA2A	5.5100e-01	2
GNL2	5.5100e-01	2
DOK6	5.5100e-01	2
WDR45B	5.5100e-01	2
RNF216	5.5100e-01	2
ALOX12B	5.5200e-01	2
ANKRD33B	5.5200e-01	2
SNCAIP	5.5200e-01	2
ADCY7	5.5200e-01	2
PDLIM5	5.5200e-01	2
ZNF655	5.5200e-01	2
MCM4	5.5200e-01	2
RLTPR	5.5200e-01	2
CTD-2132N18.3	5.5200e-01	2
PDHB	5.5300e-01	2
NOP58	5.5300e-01	2
ARL4A	5.5300e-01	2
DBNL	5.5300e-01	2
ARHGEF4	5.5300e-01	2
C14orf2	5.5300e-01	2
HNRNPDL	5.5300e-01	2
SSR1	5.5300e-01	2
SMAP2	5.5300e-01	2
ZNF184	5.5300e-01	2
KIF2C	5.5400e-01	2
SGPL1	5.5400e-01	2
WWC2	5.5400e-01	2
SEC11C	5.5400e-01	2
SLC39A14	5.5400e-01	2
RIPK1	5.5400e-01	2
USP2	5.5500e-01	2
SNRPC	5.5500e-01	2
SNRPG	5.5500e-01	2
CPSF4	5.5500e-01	2
OSBPL5	5.5500e-01	2
HDX	5.5500e-01	2
PCMTD1	5.5500e-01	2
POLG	5.5500e-01	2
TMEM229A	5.5500e-01	2
TOM1L2	5.5500e-01	2
EPHA2	5.5500e-01	2
NDUFB11	5.5600e-01	2
FA2H	5.5600e-01	2
ELMO2	5.5600e-01	2
CREBL2	5.5600e-01	2
DPY19L1	5.5600e-01	2
NFKBIB	5.5600e-01	2
HSPE1	5.5600e-01	2
UBALD1	5.5700e-01	2
HIF1AN	5.5700e-01	2
PSMD7	5.5700e-01	2
CD40LG	5.5700e-01	2
POU6F2	5.5700e-01	2
LAMTOR1	5.5700e-01	2
NANOG	5.5700e-01	2
SEC61A2	5.5800e-01	2
PAX7	5.5800e-01	2
AK5	5.5800e-01	2
PEX3	5.5800e-01	2
FARSB	5.5800e-01	2
ROR2	5.5800e-01	2
DIO1	5.5800e-01	2
FBXO47	5.5800e-01	2
CTD-3193O13.9	5.5800e-01	2
ABI3BP	5.5800e-01	2
TRPM7	5.5800e-01	2
TGFA	5.5800e-01	2
NCAPH2	5.5800e-01	2
PRKRA	5.5800e-01	2
SP7	5.5800e-01	2
SLC44A2	5.5900e-01	2
NUP93	5.5900e-01	2
AP1AR	5.5900e-01	2
TTC39A	5.5900e-01	2
CHRNB4	5.5900e-01	2
RPS15A	5.5900e-01	2
C10orf2	5.5900e-01	2
SLC35A2	5.5900e-01	2
VAPB	5.5900e-01	2
NID2	5.5900e-01	2
LPP	5.6000e-01	2
YIPF3	5.6000e-01	2
NDUFS2	5.6000e-01	2
ZC3H8	5.6000e-01	2
SNRPD2	5.6000e-01	2
PCDH11X	5.6000e-01	2
PRRT2	5.6000e-01	2
ATP8B1	5.6000e-01	2
ESRRG	5.6000e-01	2
CD200	5.6000e-01	2
MBNL2	5.6000e-01	2
SUN1	5.6000e-01	2
BCAP29	5.6000e-01	2
PIP4K2A	5.6000e-01	2
PTPN5	5.6000e-01	2
ANKRD40	5.6100e-01	2
E2F2	5.6100e-01	2
TUB	5.6100e-01	2
UBA6	5.6100e-01	2
ARAP2	5.6100e-01	2
TNIP3	5.6100e-01	2
GFI1	5.6100e-01	2
TSR2	5.6100e-01	2
WDR52	5.6100e-01	2
KCND1	5.6100e-01	2
RBM38	5.6100e-01	2
WDR19	5.6100e-01	2
KIAA1045	5.6100e-01	2
HNF4G	5.6100e-01	2
EFTUD1	5.6100e-01	2
UPRT	5.6100e-01	2
BHLHE22	5.6200e-01	2
F5	5.6200e-01	2
SLC5A7	5.6200e-01	2
MCM5	5.6200e-01	2
FERMT3	5.6200e-01	2
COL6A3	5.6200e-01	2
CDK5	5.6200e-01	2
EML3	5.6200e-01	2
NYNRIN	5.6200e-01	2
PRTG	5.6200e-01	2
NELFE	5.6200e-01	2
HEPH	5.6300e-01	2
DNAH2	5.6300e-01	2
SLC37A1	5.6300e-01	2
CHST11	5.6300e-01	2
PAK1	5.6300e-01	2
TKT	5.6300e-01	2
TMTC3	5.6300e-01	2
DCLK3	5.6300e-01	2
NXF2B	5.6300e-01	2
PKP1	5.6300e-01	2
RPL32	5.6300e-01	2
TMEM198	5.6300e-01	2
GBX2	5.6300e-01	2
TFPI	5.6400e-01	2
TYK2	5.6400e-01	2
ZNF205	5.6400e-01	2
FAM199X	5.6400e-01	2
CCPG1	5.6400e-01	2
SLC5A5	5.6400e-01	2
TAPT1	5.6400e-01	2
CD74	5.6400e-01	2
CPNE2	5.6400e-01	2
MTCH2	5.6400e-01	2
SNRPD1	5.6400e-01	2
RBM8A	5.6400e-01	2
BMX	5.6400e-01	2
IGLON5	5.6500e-01	2
PLEKHG5	5.6500e-01	2
CLPP	5.6500e-01	2
MMGT1	5.6500e-01	2
MTMR9	5.6500e-01	2
GPC2	5.6500e-01	2
ESYT2	5.6600e-01	2
PLEKHM3	5.6600e-01	2
CHSY3	5.6600e-01	2
MARCH4	5.6600e-01	2
HMGB3	5.6600e-01	2
GPATCH2L	5.6600e-01	2
CDH23	5.6700e-01	2
DEK	5.6700e-01	2
PSTPIP2	5.6700e-01	2
ABAT	5.6700e-01	2
OVOL2	5.6700e-01	2
TMEM47	5.6700e-01	2
CNPY3	5.6700e-01	2
CHN1	5.6700e-01	2
RPL34	5.6700e-01	2
MFF	5.6700e-01	2
NEURL1B	5.6700e-01	2
SYTL4	5.6700e-01	2
IL15	5.6700e-01	2
ARHGAP27	5.6700e-01	2
DSEL	5.6800e-01	2
PTPRN2	5.6800e-01	2
MAP6	5.6800e-01	2
PTPN3	5.6800e-01	2
POU2AF1	5.6800e-01	2
RP11-101E3.5	5.6800e-01	2
CHGA	5.6800e-01	2
CLCC1	5.6800e-01	2
HES1	5.6800e-01	2
MYRIP	5.6800e-01	2
ASCC3	5.6800e-01	2
KL	5.6800e-01	2
PABPN1	5.6900e-01	2
ZFP28	5.6900e-01	2
AMPH	5.6900e-01	2
SOX2	5.6900e-01	2
TRAPPC11	5.6900e-01	2
BTBD3	5.6900e-01	2
TSSC1	5.6900e-01	2
ITPR3	5.6900e-01	2
SPOCK3	5.6900e-01	2
MAPT	5.6900e-01	2
LMO3	5.6900e-01	2
PLK4	5.6900e-01	2
SLC24A1	5.6900e-01	2
BMP7	5.7000e-01	2
SEC63	5.7000e-01	2
NUP107	5.7000e-01	2
UBE2E1	5.7000e-01	2
SNX8	5.7000e-01	2
VGLL2	5.7000e-01	2
GFY	5.7000e-01	2
RABEP2	5.7000e-01	2
FBRSL1	5.7100e-01	2
GRK6	5.7100e-01	2
SNRPF	5.7100e-01	2
BICD1	5.7100e-01	2
SMYD5	5.7100e-01	2
ST6GAL1	5.7100e-01	2
DTX2	5.7100e-01	2
ANKRD13A	5.7100e-01	2
SRM	5.7100e-01	2
DEF8	5.7100e-01	2
CRYBB2	5.7100e-01	2
GPR101	5.7100e-01	2
KDM5B	5.7200e-01	2
PROS1	5.7200e-01	2
EIF2AK4	5.7200e-01	2
THSD4	5.7200e-01	2
WFDC2	5.7200e-01	2
PVRL1	5.7200e-01	2
CEBPZ	5.7200e-01	2
CACHD1	5.7200e-01	2
SH3BP4	5.7200e-01	2
SLC24A2	5.7200e-01	2
HEG1	5.7300e-01	2
SASH3	5.7300e-01	2
ABCF3	5.7300e-01	2
C10orf76	5.7300e-01	2
C16orf62	5.7300e-01	2
PPOX	5.7300e-01	2
DNAH6	5.7300e-01	2
KCNMB2	5.7400e-01	2
MEX3B	5.7400e-01	2
IL34	5.7400e-01	2
LIN28B	5.7400e-01	2
RCL1	5.7400e-01	2
KCND2	5.7400e-01	2
SLC43A2	5.7400e-01	2
ZSWIM4	5.7500e-01	2
CD248	5.7500e-01	2
OPCML	5.7500e-01	2
KCNJ8	5.7500e-01	2
LZTFL1	5.7500e-01	2
MLH1	5.7500e-01	2
C15orf39	5.7500e-01	2
CECR6	5.7500e-01	2
CTAGE5	5.7500e-01	2
MYH7	5.7500e-01	2
GLCCI1	5.7500e-01	2
RRP12	5.7500e-01	2
NCAPH	5.7500e-01	2
DYNC2H1	5.7600e-01	2
RER1	5.7600e-01	2
SMIM14	5.7600e-01	2
BOC	5.7600e-01	2
BOLL	5.7600e-01	2
OLA1	5.7600e-01	2
MADD	5.7600e-01	2
BRMS1L	5.7600e-01	2
TUBE1	5.7600e-01	2
FOXE1	5.7600e-01	2
TTC39C	5.7600e-01	2
NSRP1	5.7600e-01	2
RGS14	5.7600e-01	2
PEA15	5.7600e-01	2
ANHX	5.7600e-01	2
PIANP	5.7600e-01	2
TGFB1I1	5.7600e-01	2
SPOPL	5.7700e-01	2
CD244	5.7700e-01	2
SGK1	5.7700e-01	2
ZNF518B	5.7700e-01	2
PCM1	5.7700e-01	2
ICA1	5.7700e-01	2
RPRD1A	5.7800e-01	2
FAM211A	5.7800e-01	2
COL6A2	5.7800e-01	2
PISD	5.7800e-01	2
SGMS2	5.7800e-01	2
RTCB	5.7800e-01	2
ASB9	5.7800e-01	2
KDSR	5.7800e-01	2
HOXB5	5.7800e-01	2
B4GALNT4	5.7800e-01	2
C2orf42	5.7800e-01	2
SNX17	5.7900e-01	2
NDRG4	5.7900e-01	2
FAM105B	5.7900e-01	2
PTGER3	5.7900e-01	2
SLC30A4	5.7900e-01	2
ZBTB22	5.7900e-01	2
NOP14	5.8000e-01	2
NOTUM	5.8000e-01	2
HHEX	5.8000e-01	2
STK24	5.8000e-01	2
NDRG1	5.8000e-01	2
ABL2	5.8000e-01	2
CKB	5.8000e-01	2
TECTA	5.8000e-01	2
CTCFL	5.8000e-01	2
TRIM23	5.8000e-01	2
BUB1B	5.8000e-01	2
NFKBIL1	5.8000e-01	2
ZFY	5.8000e-01	2
CNOT8	5.8000e-01	2
FOXK2	5.8000e-01	3
IL18RAP	5.8000e-01	3
TFRC	5.8100e-01	3
ARMCX2	5.8100e-01	3
PIEZO1	5.8100e-01	3
CHIC2	5.8100e-01	3
EEPD1	5.8100e-01	3
NECAB1	5.8100e-01	3
WNT9B	5.8100e-01	3
NUB1	5.8100e-01	3
RPAP3	5.8100e-01	3
D2HGDH	5.8100e-01	3
MBOAT7	5.8100e-01	3
NCAPD2	5.8200e-01	3
WRNIP1	5.8200e-01	3
MCAM	5.8200e-01	3
CRHBP	5.8200e-01	3
NAPB	5.8200e-01	3
FASTK	5.8300e-01	3
GPS2	5.8300e-01	3
CDCA7	5.8300e-01	3
CDK2AP2	5.8300e-01	3
AGGF1	5.8300e-01	3
ISLR2	5.8300e-01	3
CIITA	5.8300e-01	3
ATP13A2	5.8400e-01	3
BSDC1	5.8400e-01	3
YKT6	5.8400e-01	3
ELF1	5.8400e-01	3
SLC25A25	5.8400e-01	3
FAM102A	5.8400e-01	3
MINOS1	5.8400e-01	3
SLC22A17	5.8400e-01	3
CDH12	5.8400e-01	3
DDR1	5.8400e-01	3
SEC24A	5.8400e-01	3
SEC24D	5.8400e-01	3
PTPRN	5.8400e-01	3
ULK3	5.8400e-01	3
KLHL28	5.8500e-01	3
TSEN34	5.8500e-01	3
COL4A2	5.8500e-01	3
MCM2	5.8500e-01	3
PIWIL4	5.8500e-01	3
FHDC1	5.8500e-01	3
USF1	5.8500e-01	3
TMEM170B	5.8500e-01	3
PDE7A	5.8500e-01	3
NKX2-1	5.8600e-01	3
CABIN1	5.8600e-01	3
SH2D3C	5.8600e-01	3
SP140	5.8600e-01	3
DDX60	5.8600e-01	3
SIAH2	5.8600e-01	3
ENPP1	5.8600e-01	3
NDST3	5.8600e-01	3
FSTL3	5.8600e-01	3
RPS16	5.8600e-01	3
UNC13B	5.8600e-01	3
ACAP3	5.8600e-01	3
DNAJB5	5.8700e-01	3
SYN3	5.8700e-01	3
KCNC3	5.8700e-01	3
SEZ6	5.8700e-01	3
MTTP	5.8700e-01	3
TMX3	5.8700e-01	3
URB1	5.8700e-01	3
FLRT1	5.8700e-01	3
GALNT1	5.8700e-01	3
DDX43	5.8700e-01	3
RALGAPA2	5.8700e-01	3
PLA2G4A	5.8700e-01	3
DNAJC8	5.8700e-01	3
JUP	5.8700e-01	3
MLH3	5.8700e-01	3
ADCK5	5.8800e-01	3
MBTPS1	5.8800e-01	3
ULK2	5.8800e-01	3
GTF3C3	5.8800e-01	3
GALNT16	5.8800e-01	3
TRMT5	5.8800e-01	3
C7orf25	5.8800e-01	3
MYBPC3	5.8800e-01	3
TMEM9B	5.8800e-01	3
RAB4A	5.8900e-01	3
CDX2	5.8900e-01	3
NSFL1C	5.8900e-01	3
ARR3	5.8900e-01	3
CLP1	5.8900e-01	3
CPEB2	5.8900e-01	3
RBBP8NL	5.8900e-01	3
USP9Y	5.8900e-01	3
VAPA	5.8900e-01	3
FNDC1	5.8900e-01	3
SLC19A3	5.8900e-01	3
TBC1D10A	5.8900e-01	3
TMEM180	5.8900e-01	3
ZNF330	5.9000e-01	3
EGR1	5.9000e-01	3
EXOC2	5.9000e-01	3
C14orf166	5.9000e-01	3
CRY2	5.9000e-01	3
PEX5	5.9000e-01	3
DNAJA3	5.9000e-01	3
HBP1	5.9000e-01	3
FIZ1	5.9000e-01	3
ZC3HAV1	5.9000e-01	3
ESAM	5.9000e-01	3
SNX12	5.9000e-01	3
SOWAHA	5.9000e-01	3
ABLIM3	5.9000e-01	3
SETDB2	5.9000e-01	3
RPS24	5.9100e-01	3
C11orf73	5.9100e-01	3
NAB1	5.9100e-01	3
TRA2A	5.9100e-01	3
ORMDL3	5.9100e-01	3
FOXM1	5.9100e-01	3
ADRB2	5.9100e-01	3
LETMD1	5.9100e-01	3
SH3BP5	5.9100e-01	3
TACC1	5.9100e-01	3
WBP2	5.9100e-01	3
COG2	5.9100e-01	3
PHLDB2	5.9100e-01	3
HSD17B6	5.9100e-01	3
TRIM25	5.9100e-01	3
COIL	5.9200e-01	3
B4GALT2	5.9200e-01	3
DCUN1D4	5.9200e-01	3
SMOC1	5.9200e-01	3
EIF3H	5.9200e-01	3
ONECUT1	5.9200e-01	3
FLAD1	5.9200e-01	3
SLC8A3	5.9200e-01	3
GPM6B	5.9200e-01	3
C19orf26	5.9200e-01	3
PGRMC2	5.9200e-01	3
GPR26	5.9300e-01	3
MED19	5.9300e-01	3
EDNRB	5.9300e-01	3
EXOC6	5.9300e-01	3
PTPLAD1	5.9300e-01	3
LPAR3	5.9300e-01	3
VWF	5.9300e-01	3
TMEM245	5.9300e-01	3
BCL6B	5.9300e-01	3
FANCM	5.9300e-01	3
METAP2	5.9300e-01	3
STXBP3	5.9300e-01	3
NUMB	5.9300e-01	3
LBX1	5.9300e-01	3
C1orf94	5.9300e-01	3
CDH13	5.9400e-01	3
SPSB1	5.9400e-01	3
FAM192A	5.9400e-01	3
ZFYVE21	5.9400e-01	3
HPCA	5.9400e-01	3
RIPK4	5.9400e-01	3
RBP4	5.9400e-01	3
CLSTN2	5.9400e-01	3
ADAM12	5.9400e-01	3
HLA-DRA	5.9400e-01	3
SORBS1	5.9400e-01	3
TNNC1	5.9400e-01	3
PDCD11	5.9400e-01	3
ITGA2	5.9400e-01	3
SP5	5.9500e-01	3
IRF5	5.9500e-01	3
RP11-407N17.3	5.9500e-01	3
COL7A1	5.9500e-01	3
ASCL1	5.9500e-01	3
SIX6	5.9500e-01	3
PIK3CG	5.9500e-01	3
NGFR	5.9500e-01	3
LMO4	5.9500e-01	3
DPF3	5.9500e-01	3
NAA60	5.9600e-01	3
NAA60	5.9600e-01	3
SPNS1	5.9600e-01	3
RSPH10B2	5.9600e-01	3
ARHGAP12	5.9600e-01	3
C1S	5.9600e-01	3
SH3BP5L	5.9600e-01	3
DES	5.9600e-01	3
NUSAP1	5.9600e-01	3
BDP1	5.9600e-01	3
DISP1	5.9600e-01	3
VANGL1	5.9600e-01	3
CD72	5.9600e-01	3
RAB33B	5.9700e-01	3
UBASH3B	5.9700e-01	3
VWA5B2	5.9700e-01	3
FAM175B	5.9700e-01	3
TIMM44	5.9700e-01	3
ANKRD46	5.9700e-01	3
NDN	5.9700e-01	3
RANBP6	5.9700e-01	3
ZBTB42	5.9700e-01	3
TNFRSF11A	5.9700e-01	3
ROBO1	5.9700e-01	3
P2RY1	5.9700e-01	3
KIFC1	5.9800e-01	3
PDE12	5.9800e-01	3
TNFRSF25	5.9800e-01	3
ZFP36L1	5.9800e-01	3
TMEM110	5.9800e-01	3
CDC45	5.9800e-01	3
ARHGEF33	5.9800e-01	3
CRYBG3	5.9800e-01	3
CIRBP	5.9800e-01	3
SRPK1	5.9800e-01	3
NXF3	5.9900e-01	3
ARFGAP1	5.9900e-01	3
ATP8A2	5.9900e-01	3
UBLCP1	5.9900e-01	3
HOXC6	5.9900e-01	3
CLTB	5.9900e-01	3
TICRR	5.9900e-01	3
HIF3A	5.9900e-01	3
CD97	5.9900e-01	3
C20orf194	6.0000e-01	3
CRX	6.0000e-01	3
PGAP1	6.0000e-01	3
CDYL2	6.0000e-01	3
PRDM14	6.0000e-01	3
AREL1	6.0000e-01	3
SPIN3	6.0000e-01	3
COMMD3-BMI1	6.0000e-01	3
LHFP	6.0100e-01	3
TBC1D23	6.0100e-01	3
BUB1	6.0100e-01	3
CDK5R2	6.0100e-01	3
EFEMP2	6.0100e-01	3
ALDOC	6.0100e-01	3
PCED1A	6.0100e-01	3
ENTPD1	6.0200e-01	3
MYPOP	6.0200e-01	3
EHD3	6.0200e-01	3
GDPD5	6.0200e-01	3
TBC1D12	6.0200e-01	3
CNR1	6.0200e-01	3
NOLC1	6.0200e-01	3
FZD1	6.0200e-01	3
BRF1	6.0200e-01	3
CTTNBP2	6.0200e-01	3
CEP192	6.0200e-01	3
FAM3A	6.0200e-01	3
C7orf63	6.0200e-01	3
SLC6A15	6.0200e-01	3
DOK4	6.0200e-01	3
ZFYVE26	6.0200e-01	3
C20orf24	6.0200e-01	3
MON1B	6.0200e-01	3
DACT3	6.0300e-01	3
NELFB	6.0300e-01	3
ZNF35	6.0300e-01	3
LSS	6.0300e-01	3
WNT1	6.0300e-01	3
RPRD1B	6.0300e-01	3
TADA1	6.0300e-01	3
TNXB	6.0300e-01	3
ZNF143	6.0300e-01	3
ADAMTS3	6.0400e-01	3
MAEL	6.0400e-01	3
RSPO3	6.0400e-01	3
RHOBTB1	6.0400e-01	3
VASH1	6.0400e-01	3
FGFR3	6.0400e-01	3
SGSM2	6.0400e-01	3
AMN1	6.0400e-01	3
SEMA5B	6.0400e-01	3
TMC5	6.0400e-01	3
EGR2	6.0400e-01	3
STX3	6.0400e-01	3
MCOLN1	6.0400e-01	3
NSF	6.0400e-01	3
TMEM106B	6.0400e-01	3
SLC2A14	6.0400e-01	3
ACSBG1	6.0500e-01	3
HAUS4	6.0500e-01	3
PGGT1B	6.0500e-01	3
ADRA2C	6.0500e-01	3
SGTB	6.0500e-01	3
TULP1	6.0500e-01	3
CCDC93	6.0500e-01	3
PIWIL2	6.0500e-01	3
COL5A3	6.0500e-01	3
RHOXF1	6.0600e-01	3
GNS	6.0600e-01	3
TNFRSF21	6.0600e-01	3
TNFRSF9	6.0600e-01	3
IL23R	6.0600e-01	3
N4BP2	6.0600e-01	3
STAG3	6.0600e-01	3
NCAPG	6.0600e-01	3
RGS12	6.0600e-01	3
MIDN	6.0600e-01	3
STK17A	6.0600e-01	3
SEC13	6.0600e-01	3
FZD7	6.0600e-01	3
FKBP15	6.0700e-01	3
FLII	6.0700e-01	3
SMTN	6.0700e-01	3
METTL14	6.0700e-01	3
PRDM4	6.0700e-01	3
DHX38	6.0700e-01	3
FCER1G	6.0700e-01	3
ST3GAL4	6.0700e-01	3
ALX1	6.0700e-01	3
IK	6.0700e-01	3
EFNB3	6.0700e-01	3
EIF3M	6.0700e-01	3
ARPP19	6.0800e-01	3
PSD2	6.0800e-01	3
DDX50	6.0800e-01	3
CLCN6	6.0800e-01	3
DOLPP1	6.0800e-01	3
GTF2E2	6.0800e-01	3
NCKIPSD	6.0800e-01	3
CSTF2T	6.0800e-01	3
SLC17A8	6.0800e-01	3
SERINC1	6.0800e-01	3
MEF2C	6.0800e-01	3
KIAA0754	6.0900e-01	3
ZC3H10	6.0900e-01	3
MAPK7	6.0900e-01	3
GLIS1	6.0900e-01	3
NEK6	6.0900e-01	3
NDUFA2	6.0900e-01	3
KATNB1	6.0900e-01	3
ZNF324	6.1000e-01	3
KHDRBS2	6.1000e-01	3
TFAM	6.1000e-01	3
IHH	6.1000e-01	3
PDZRN4	6.1000e-01	3
LYL1	6.1000e-01	3
VPS53	6.1100e-01	3
C19orf47	6.1100e-01	3
ZNF583	6.1100e-01	3
TMEM120B	6.1100e-01	3
COX10	6.1100e-01	3
SOHLH2	6.1100e-01	3
CCDC169-SOHLH2	6.1100e-01	3
WNT2B	6.1100e-01	3
DAPP1	6.1100e-01	3
GNAI3	6.1100e-01	3
SMARCAL1	6.1100e-01	3
SNX33	6.1100e-01	3
SH3D19	6.1100e-01	3
MTFR1L	6.1100e-01	3
PLEKHG2	6.1100e-01	3
PREX2	6.1100e-01	3
AKAP14	6.1200e-01	3
BTBD10	6.1200e-01	3
UXS1	6.1200e-01	3
ABCF1	6.1200e-01	3
TMEM64	6.1200e-01	3
ST6GALNAC5	6.1200e-01	3
ZNF101	6.1200e-01	3
NRAS	6.1200e-01	3
GPR124	6.1200e-01	3
GLUD1	6.1200e-01	3
KLF15	6.1300e-01	3
SLC1A5	6.1300e-01	3
ICK	6.1300e-01	3
TAT	6.1300e-01	3
CD164	6.1300e-01	3
SLC39A7	6.1300e-01	3
ASIC4	6.1400e-01	3
HLA-E	6.1400e-01	3
C11orf57	6.1400e-01	3
MAPK3	6.1400e-01	3
TGFB1	6.1400e-01	3
RNF166	6.1400e-01	3
SLC7A6OS	6.1400e-01	3
PAX9	6.1400e-01	3
LCAT	6.1400e-01	3
ITPR2	6.1500e-01	3
LONRF2	6.1500e-01	3
SPIC	6.1500e-01	3
OLFM2	6.1500e-01	3
SLC30A2	6.1500e-01	3
HOMEZ	6.1500e-01	3
KCNJ2	6.1500e-01	3
RNF20	6.1500e-01	3
TMEM89	6.1500e-01	3
GPC1	6.1600e-01	3
NOP10	6.1600e-01	3
PALM3	6.1600e-01	3
FECH	6.1600e-01	3
ANKRD10	6.1600e-01	3
DPP4	6.1600e-01	3
AHCY	6.1600e-01	3
PDCL	6.1600e-01	3
COL4A4	6.1600e-01	3
NXPH1	6.1600e-01	3
DCX	6.1600e-01	3
RCSD1	6.1600e-01	3
RGMA	6.1600e-01	3
TMEM39B	6.1700e-01	3
CLDND1	6.1700e-01	3
EPHB6	6.1700e-01	3
RP11-1035H13.3	6.1700e-01	3
OPRL1	6.1700e-01	3
LYSMD3	6.1700e-01	3
MAN2A1	6.1700e-01	3
POLR2H	6.1700e-01	3
AARS	6.1700e-01	3
LHFPL4	6.1700e-01	3
DACH2	6.1800e-01	3
ZFP92	6.1800e-01	3
CDC42SE2	6.1800e-01	3
PTPDC1	6.1800e-01	3
HSPA12B	6.1800e-01	3
RGS8	6.1800e-01	3
ICAM1	6.1800e-01	3
KCNJ9	6.1800e-01	3
RPL28	6.1800e-01	3
ZNF41	6.1800e-01	3
CCDC92	6.1900e-01	3
NOC4L	6.1900e-01	3
OTUD1	6.1900e-01	3
IER2	6.1900e-01	3
ZBTB7C	6.1900e-01	3
KLHL13	6.1900e-01	3
MAN2A2	6.1900e-01	3
TMED7	6.1900e-01	3
TBP	6.1900e-01	3
SOX7	6.1900e-01	3
WIPI2	6.1900e-01	3
MIB2	6.2000e-01	3
RCE1	6.2000e-01	3
FZD3	6.2000e-01	3
MAPK1IP1L	6.2000e-01	3
ZNF133	6.2000e-01	3
TUBA4A	6.2000e-01	3
JKAMP	6.2000e-01	3
CNIH1	6.2000e-01	3
TUSC2	6.2000e-01	3
PRC1	6.2100e-01	3
WDR91	6.2100e-01	3
BCAN	6.2100e-01	3
LAMA1	6.2100e-01	3
HADHA	6.2100e-01	3
PABPC1L	6.2100e-01	3
UNC5B	6.2100e-01	3
NR1D2	6.2100e-01	3
HSPA4L	6.2100e-01	3
FAM160A1	6.2100e-01	3
ST3GAL3	6.2100e-01	3
ESYT1	6.2200e-01	3
FOXRED2	6.2200e-01	3
FADS3	6.2200e-01	3
PRKD1	6.2200e-01	3
SMOC2	6.2200e-01	3
KRT10	6.2200e-01	3
NSMCE4A	6.2200e-01	3
PAF1	6.2200e-01	3
